id	key	name	category	vanilla_owner	provinces
252	STATE_252	Nizhny Novgorod	city	RUS	12 256 270 297 368 3224 3245 3261 3285 3303 3349 3352 3383 6149 6231 6295 6299 6327 6370 6374 6392 6410 9291 9298 9325 9358 9360 9368 9389 9407 11275 11277 11324 11340 11344 11375 11394
253	STATE_253	Ivanovo	town	RUS	214 280 346 357 378 3202 3240 3268 3339 3347 3370 6135 6215 6247 6269 6316 6358 6362 9033 9159 9257 9267 9278 9311 9356 11134 11239 11252 11295 11338 11362
254	STATE_254	Ryazan	town	RUS	269 283 314 330 397 3257 3275 3302 3322 3356 3387 6279 6284 9266 9273 9313 9330 9376 11248 11258 11294 11314 11363 11379
255	STATE_255	Penza	town	RUS	208 257 324 376 380 3221 3266 3317 3360 3371 6248 6291 6329 6343 6353 6382 6391 6409 9258 9276 9286 9324 9344 9380 9409 11240 11262 11269 11309 11335 11364 11393
256	STATE_256	Cheboksary	town	RUS	282 325 3282 3315 3361 6253 6307 6312 6357 6372 6403 9244 9259 9270 9280 9305 9307 9373 9381 9390 9402 11255 11263 11286 11356 11387
257	STATE_257	Tambov	rural	RUS	232 275 313 340 367 396 471 3332 3389 9245 9312 9367 9422 11227 11296 11323 11351 11381 11436
258	STATE_258	Lipetsk	town	RUS	356 3199 3291 3318 3346 6230 6317 6341 6369 6398 9339 9394
259	STATE_259	Poltava	rural	RUS	511 559 3557 6495 6507 6578 6605 9413 9519 11504
260	STATE_260	Voronezh	town	RUS	413 437 510 3469 3504 3527 3566 3567 6428 6477 6494 6553 6587 6591 9448 9529 9552 11396 11412 11475 11540
261	STATE_261	Ohio	metropolis	USA	659 689 827 831 882 971 3685 3829 3853 3872 4442 4601 6855 6874 6890 7528 9760 9775 9808 9825 11760 11776 11791 11890
262	STATE_262	Pechora	rural	RUS	105 154 198 3147 6016 6040 6177 6192 6538 9099 9121 9205 9230 10207 10723 11047 11119 11182 12530
263	STATE_263	Novgorod	town	RUS	8 71 110 117 320 3089 6086 6154 6225 9212 9234 11072 11109 11191
264	STATE_264	Tikhvin	rural	RUS	39 57 93 152 172 194 3035 3085 3140 3142 3163 6131 6169 9060 9082 9107 9111 9153 9177 9184 9190 11048 11059 11083 11093 11131 11165
265	STATE_265	Mikhaylovka	rural	RUS	487 518 544 579 3431 3518 3539 3582 6454 6506 6528 6563 6602 9436 9464 9475 9502 11423 11451 11485 11512 11527 11555
266	STATE_266	Tehran	town	PER	4580 7602 10385 10768 10837
267	STATE_267	Kabul	town	AFG	5082 7448 7519 7584 7916 7984 10476 10737 10781 10826 10852 10896 12248 12314 12653 12769 12831 12877
268	STATE_268	Djibouti	enclave	FRA	4985 8124
269	STATE_269	Warsangeli	enclave	ENG	1905 5068 8094 10777 10833 10921 12759 12814
270	STATE_270	Pitcairn Island	enclave	ENG	1280
271	STATE_271	Oromia	town	ETH	1984 2009 2040 2072 4954 4995 5010 5041 5097 7912 7944 7980 8019 8036 8043 8062 10734 10775 12714 12757 12812 12856 13369 13400
272	STATE_272	Senegal	pastoral	FRA	2100 4948 7972 8015 12710 12802 12834 12858 13362 13363 13364 13404 13405 13407
273	STATE_273	Libyan Desert	wasteland	ITA	1057 1060 1140 1994 4191 4962 5004 7985 10104 10754 10785 10884 11951 12022 12082 12866 13477 13478 13480 13481 13483 13484 13485 13487 13488 13489 13501 13502 13503 13504 13506 13507 13508 13509 13510 13511 13512 13514 13516 13517 13518 13519 13520 13522 13523 13524 13525
274	STATE_274	Ghana	rural	ENG	8039 8096 10862 12742 12785 12787 13344 13345 13347 13668
275	STATE_275	Pretoria	city	SAF	1688 2171 2213 5106 5217 7900 10400 10566 10668 12648 13343 13696 13697 13698 13699 13700 13701 13702 13705 13708 13710 13711 13712 13713 13715
276	STATE_276	Southern Ontario	large_city	CAN	605 722 749 774 779 3608 3640 3763 3775 6607 6610 6662 6676 6797 9580 9583 9585 9634 9667 9711 9743 11567 11569 11585 11602 11695 11725 11728
277	STATE_277	Mexico City	city	MEX	1965 2008 2011 7913 8089 12755 13671
278	STATE_278	Pampas	large_city	ARG	1555 1568 1596 1624 1639 4573 4602 4643 7550 7621 10375 10390 10402 10418 10935 12351 12364 12379 12394 12409 12494 12998 13662
279	STATE_279	Santiago	large_city	CHL	650 2215 5121 5169 5191 8194 8222 8229 8251 12920 12954 12984 13645 13646 13648 13649 13650 13651 13652 13654 13655 13656 13657 13658
280	STATE_280	Mato Grosso	pastoral	BRA	2142 2147 2204 8175 11010 12939 13844 13845
281	STATE_281	Maldives	enclave	ENG	4967
282	STATE_282	Kanto	megalopolis	JAP	993 1097 1113 1182 4000 4100 4184 4188 7016 9998 11908
283	STATE_283	Gansu	rural	XSM	531 556 1630 1647 1933 1985 2022 3745 4313 4403 5025 5193 6638 7397 7911 12797 12882
284	STATE_284	Wellington	city	NZL	1565 1713 1746 1786 1801 1814 4543 4615 4718 4748 4804 7692 7742 7783 7826 7887 10334 10373 10609 10710 12362 12604 12617 12664
285	STATE_285	New South Wales	large_city	AST	1537 1611 1667 1861 2114 2146 2163 4453 4478 4500 4658 4673 4763 4836 4864 5134 5161 7450 7471 7496 7520 7533 7649 7664 7859 8234 8249 10388 10427 10455 10500 10682 10977 11019 12377 12406 12435 12532 12560 12934 12968
286	STATE_286	Southern Indochina	town	FRA	1285 1300 1328 1396 1400 1423 1605 4223 4284 4334 4341 4363 4401 4405 7238 7271 7303 7331 7347 7380 10162 10232 10261 12109 12133 12150 12176 12204 12232
287	STATE_287	Taklamakan	wasteland	SIK	4973 8042 8086 10885 10911 12864
288	STATE_288	Burma	town	RAJ	1014 1142 1315 1330 1333 1403 1417 1650 3651 3999 4019 4059 4147 4202 4293 4336 4408 4454 4541 4626 4654 7034 7122 7163 7190 7254 7295 7382 7441 7534 10033 10154 10182 10223 10267 10283 10344 11966 12090 12125 12127 12197 12238 12256 12267 12284 12449
289	STATE_289	Siam	city	SIA	1244 1253 1357 1385 1427 1488 1535 1548 1990 4175 4319 4348 4433 4496 4511 4566 4582 7225 7292 7312 7338 7353 7367 7408 7492 7516 7531 7544 7559 7572 7587 7601 7647 7675 8045 10193 10221 10250 10293 10356 10371 10384 10398 10411 10425 10438 12173 12195 12224 12264 12317 12345 12360 12373 12388 12402 12417 12431
290	STATE_290	Er Rif	rural	SPR	4199 7215 9945 10113 12087 12100 13720 13721 13843
291	STATE_291	Baghdad	town	IRQ	78 2004 2089 2097 3795 7977 7994 8001 10876 12046 12413 12726 12839 12855 13554
292	STATE_292	Ha'il	rural	SAU	1955 2057 4968 4974 5024 5027 5058 5093 5099 7970 7995 8004 8060 8101 10791 10815 10850 10892 10901 10923 12455 12702 12727 12749 12813 12870
293	STATE_293	Yemen	rural	YEM	1920 1973 4924 10752 10840 13772
294	STATE_294	Muscat	rural	OMA	1947 2018 2059 2103 4993 5049 8002 8020 10760 13539
295	STATE_295	Northern Congo	rural	BEL	191 1516 1731 1817 1929 1968 2024 2115 4128 4515 5117 7716 9986 10025 10594 10858 10930 10968 12504 12677 12795 12896 12907 12925 12945 12975 13315 13316 13317 13318 13319 13320 13321 13322 13323 13324 13410 13412 13416 13420 13425 13786 13788
296	STATE_296	Portuguese Guinea	enclave	POR	12747 12891 13667
297	STATE_297	Equatorial Guinea	enclave	SPR	1903 8244
298	STATE_298	Liberia	rural	LIB	7959 8006
299	STATE_299	Falkland Islands	enclave	ENG	12960
300	STATE_300	Montevideo	large_city	URG	1613 1626 1641 1654 4457 10347 10362 10502 12336 12440 12468 12481 12496 13585 13586 13587 13588 13589 13590 13592 13593 13594 13595 13597 13598 13599 13600 13601 13602 13603 13604 13605 13606 13607 13608 13609 13610 13611 13612 13613 13614 13615 13616 13617 13621
301	STATE_301	Neembucu	town	PAR	2152 2173 2194 11023 12901 13567 13568 13571 13574 13689 13690 13691 13692 13693 13694 13695
302	STATE_302	La Paz	city	BOL	2174 5179 5229 5230 8157 8225 10938 10952 10987 12930 12979 13195 13622 13623
303	STATE_303	San Martin	large_city	PRU	2156 2162 5190 8199 12969 12983 12997 13684 13687
304	STATE_304	Panama	town	PAN	1633 4611 4624 7630 10482
305	STATE_305	Ecuador	city	ECU	5051 5120 8047 8075 8252 10888 11020 12798
306	STATE_306	Cundinamarca	city	COL	2079 7936 7991 7993 10747 10790 10846
307	STATE_307	Miranda	city	VEN	4892 4942 5000 5056 7968 8024 8080 8113 10767 10823 10912
308	STATE_308	Leeward Islands	tiny_island	ENG	4450 7123
309	STATE_309	Suriname	rural	HOL	1928 10906 12828
310	STATE_310	French Guiana	pastoral	FRA	4934 4980 12885 13666
311	STATE_311	British Honduras	pastoral	ENG	2077
312	STATE_312	Honduras	town	HON	2031 8017 12865
313	STATE_313	Guatemala	town	GUA	4991 10842 10886 13085
314	STATE_314	El Salvador	town	ELS	12823 13093
315	STATE_315	Cuba	town	CUB	1550 4476 4600 7451 7546 7590 7622 10374 10498 12347 13527
316	STATE_316	Costa Rica	town	COS	12878 13087 13092
317	STATE_317	Nicaragua	town	NIC	1988 2075 10728 12738 13722 13723 13724 13725
318	STATE_318	Port au Prince	town	HAI	1594 1635 4641 13302 13303 13305 13307 13310
319	STATE_319	Cibao	town	DOM	4598 7632 7660 10484 13300 13301 13304 13306 13308 13309
320	STATE_320	French India	enclave	FRA	10149
321	STATE_321	Goa	enclave	POR	1273
322	STATE_322	Tibet	pastoral	TIB	2010 2093 4994 5011 7926 8068 10755 10918
323	STATE_323	Nepal	town	NEP	1983 4386 4987 5310 7374 10825 10910 12892
324	STATE_324	Bhutan	town	BHU	8010 12860 13494 13495 13496
325	STATE_325	Yunnan	town	YUN	1114 1172 1196 1319 1383 1522 1653 4501 5009 7446 7606 8023 10346 12262 12282 12319
326	STATE_326	Hong Kong	large_town	ENG	10062
327	STATE_327	Manila	town	PHI	1221 1288 7275 7323 7351 10165 10236 10265 12236
328	STATE_328	Kirin	rural	MAN	800 861 887 927 945 946 1567 3888 3913 3929 3932 3947 3949 4503 4572 6868 6905 6947 7523 7591 7652 7663 9759 9782 9803 9841 9848 9866 9883 9913 9928 10433 11744 11781 11823 11850 11862 11864 12412
329	STATE_329	Tannu Uriankhai	rural	TAN	1676 1877 4680 7703 7731 7804 7819 10597 10627 10646 12610 12625
330	STATE_330	Mongolia	town	MON	1689 1723 1725 1728 1743 1774 1781 1787 1791 1798 1834 1853 1855 1859 1868 4655 4697 4704 4729 4732 4751 4777 4786 4792 4801 4843 4856 4858 4862 4873 4882 7676 7717 7749 7752 7773 7799 7806 7808 7823 7843 7864 7870 7881 7885 10539 10554 10558 10560 10563 10575 10578 10623 10632 10634 10647 10669 10689 10695 10704 10708 12520 12533 12539 12541 12544 12557 12579 12598 12605 12612 12614 12629 12649 12665 12669 12675 12686 12695
331	STATE_331	Newfoundland	rural	ENG	7758 7788 12505 12680 12698
332	STATE_332	Labrador	wasteland	ENG	1426 1785 4720 4787 12503
333	STATE_333	North Borneo	rural	MAL	1208 1306 1335 2047 2117 4216 4282 4338 4396 7358 7371 7387 7415 7443 8091 10143 10199 10212 10240 10269 10285 12129 12171 12186 12228 12243 12283 12905 13762 13764
334	STATE_334	Kalimantan	rural	INS	1225 1230 1252 1304 1316 1404 1416 2170 2184 2222 4236 4279 4323 4335 4409 5176 5226 7227 7231 7296 7299 7355 7424 8221 10138 10178 10181 10237 10266 10282 10310 10325 12110 12196 12225 12252 12280 12955
335	STATE_335	Java	city	INS	1209 1386 1398 1413 1425 4306 4390 4406 4434 4608 4621 7223 7381 7421 7642 7654 10135 10279 10307 10479 10491 12249 12277 12293 12472
336	STATE_336	Malacca	large_town	MAL	1291 1348 1364 1376 1392 4310 4355 4367 4384 4412 4424 7329 7342 7399 7427 10227 10297 10313 12113 12144 12199 12215 12255 12271 12299
337	STATE_337	Faroe Islands	enclave	DEN	13003
338	STATE_338	Gloucestershire	city	ENG	3369 6221 6351 6378 9484 11471
339	STATE_339	Smyrna	town	TUR	928 3927 4112 6992 7130 9921 9929 10038 11848 11898 13774 13820 13821
340	STATE_340	Bursa	town	TUR	785 947 3786 3851 6864 6912 9799 9887 11778 11867
341	STATE_341	Adrianople	city	OTT	849 922 3879 3893 6895 9833 11829 11842 13816 13818 13871
342	STATE_342	Adalia	rural	TUR	1005 1119 9941 10122 11917 12013 12016 12096
343	STATE_343	Afyon	rural	TUR	784 856 981 3856 3876 3983 6877 6945 9878 10041 11796 11831 11907
344	STATE_344	Adana	town	TUR	806 886 3889 3921 6813 6956 9893 11746 11810
345	STATE_345	Mersin	rural	TUR	1122 4008 4124 4127 7026 7143 10056
346	STATE_346	Konya	rural	TUR	940 3788 6807 6894 9755 9763 9811 11792 11860
347	STATE_347	Izmit	rural	TUR	890 904 3905 3919 6871 11811 11866 11883
348	STATE_348	Kayseri	rural	TUR	869 919 921 961 3807 3862 3870 3964 6888 6977 9830 9861 11826 11844
349	STATE_349	Sivas	rural	TUR	3890 3903 3950 6919 6950 6965 9761 9777 9860 9868 11797
350	STATE_350	Malatya	rural	TUR	4512 7620 9823 9912 11739 11759 11871 12387 12416
351	STATE_351	Vologda	town	RUS	23 60 75 81 84 106 129 135 143 160 163 166 174 196 2996 3056 3057 3079 3087 3091 3099 3124 3135 3154 3157 3160 3164 3175 6017 6073 6077 6091 6097 6112 6113 6119 6158 6180 6182 6189 6190 9043 9102 9110 9113 9131 9133 9136 9168 9199 9200 9202 9207 9210 9222 11027 11035 11036 11062 11075 11086 11095 11103 11107 11143 11168 11177 11180 11189 11213
352	STATE_352	Van	rural	TUR	864 1463 6935 7530 10497 12318 12476
353	STATE_353	Erzurum	rural	TUR	652 876 4583 7470 9858 9954 10399 11853 11880 12376
354	STATE_354	Trabzon	rural	TUR	789 3714 3979 6976 6991 7454 9886 9932 10403 10472 11753
355	STATE_355	Samsun	rural	TUR	933 960 975 3935 3965 9900 9915 11881 11894
356	STATE_356	Kastamonu	rural	TUR	979 3967 3982 6920 6938 6978 6995 9844 9871 11839 11897
357	STATE_357	Massachusetts	metropolis	USA	715 718 733 905 908 1282 1338 1619 3710 3712 3715 3732 3906 4287 4445 6719 6732 6909 7462 7629 9675 9832 9847 9850 10247 10318 10481 11830 12202 12221 12459
358	STATE_358	New York	megalopolis	USA	598 706 734 859 1436 3602 3605 3702 3733 3747 3806 3878 3894 6625 6630 6707 6717 6778 6795 6911 6916 9664 9673 9693 9708 9721 9754 9774 10381 11650 11654 11660 11662 11665 11680 11722
359	STATE_359	New Jersey	large_city	USA	3693 3863 6882 9801 9864 11740 11782 11900
360	STATE_360	Pennsylvania	megalopolis	USA	702 822 847 862 880 891 894 3687 3697 3802 3824 3847 3850 3880 3897 6705 6845 6869 6872 6885 6899 9662 9789 9804 9820 9836 11648 11758 11769 11785 11789 11799 11800 11817 12405
361	STATE_361	Maryland	city	USA	3957 6823 6892 6929 6984 9758 9786 11892 13661
362	STATE_362	Virginia	large_city	COF	788 801 865 873 951 1506 3823 3917 3925 3941 3975 4627 6846 6850 6958 6971 7466 7558 7588 7646 9779 9923 9931 10343 10412 10439 10441 11738 11841 11873 11888
363	STATE_363	North Carolina	city	COF	1019 1077 1132 1163 4168 6943 7045 7083 7138 7643 9876 9967 10051 10081 10096 10468 10495 11783 12054 12445
364	STATE_364	South Carolina	city	COF	1485 1547 3994 4491 4653 7012 7134 7202 7527 10029 10047 11927
365	STATE_365	Georgia	city	COF	638 968 1433 1480 5090 7118 7583 7612 9949 9996 10394 10437 10465 10492 11975 12325 12384 12470 12498
366	STATE_366	Florida	city	COF	866 1556 1572 1584 1843 1913 7388 9834 10352 10380 10407 10489 12353 12381 12439 12752
367	STATE_367	Alabama	city	COF	492 860 1587 4594 4622 4756 5059 7422 7480 7640 10192 10520 11509 11942 12735 12803
368	STATE_368	Tennessee	city	COF	913 1758 1987 7615 7791 7797 8014 8083 10281 10615 10657 10824 10909 12501 12670
369	STATE_369	Kentucky	city	USA	1445 1582 4402 4452 4988 6696 6974 7547 9727 10586 10727 12568 12637 12709
370	STATE_370	Mississippi	city	COF	1615 4464 4510 4565 4650 7464 7668 8110 10410 10449 10753 11717 12328 12429
371	STATE_371	Louisiana	city	COF	1453 1528 1559 1643 4507 4522 4535 7524 7552 7555 7599 12313 12398 12401
372	STATE_372	Arkansas	town	COF	1503 1646 4444 4567 4597 4625 7485 7543 7586 10355 10477 12458 12489 12778
373	STATE_373	Missouri	large_city	USA	1441 1523 1534 1564 1621 4449 4540 4569 7449 7607 10333 10370 10391 10516 10717 12346 12361 12463
374	STATE_374	Oklahoma	city	COF	1618 1806 2043 4919 5103 6803 7762 7904 7945 8025 9822 10702 10798 11743 11802
375	STATE_375	Texas	metropolis	TEX	805 1500 1915 1927 1954 1998 2019 2042 2055 2082 3875 3960 3972 4577 4884 4955 5001 5022 5038 5061 5085 6785 6798 6968 6987 7628 7836 7981 8064 9773 9829 9908 9920 10337 10504 10740 10778 10861 10894 12301 12341 12369 12410 12486 12624 12728 12782 12848 12875 12893
376	STATE_376	New Mexico	rural	AZT	1972 2102 3867 3883 4975 5044 8070 10642 10645 10867 10914 12552 12684 12720 12791 13828
377	STATE_377	Arizona	rural	AZT	850 853 1793 3834 4796 6897 7747 7821 7920 8115 10573 10783 11814 12765 13659 13827
378	STATE_378	California	metropolis	CAL	610 677 710 766 768 781 823 941 986 1432 1562 1601 1651 3588 3644 3677 3678 3784 3840 4331 4518 4657 4727 4799 6482 6665 6681 6694 6699 6745 6757 6772 6861 6876 6881 7517 7667 7986 9637 9671 9697 9713 9730 9814 9855 9911 10159 10387 10483 11658 11698 11757 11763 11795 11859 11876 12303 12374 13660
379	STATE_379	Nevada	rural	USA	1862 4521 4607 4736 4816 7756 7827 7879 10305 10422 10591 10625 12134 12399 12425
380	STATE_380	Utah	rural	DES	1663 1740 1756 4668 4742 4865 7764 7818 10582 10651 10662 12573 12699
381	STATE_381	Wyoming	rural	USA	1815 4610 4723 4794 4820 7688 7814 7888 10640 10711 12561 12633 12651 13833 13834 13835
382	STATE_382	Colorado	town	USA	868 1658 1738 1809 1827 3869 6887 7684 7780 7999 9792 10535 10588 11772 12570 12627 12642 13829 13830 13831 13832 13837
383	STATE_383	Kansas	city	USA	1352 1753 4586 4740 4757 4811 4814 7834 7892 9802 10340 10532 12024 12513
384	STATE_384	Nebraska	large_town	USA	1683 3613 3708 3855 4749 4760 4830 4871 7840 7852 10606 10676 12516 12586
385	STATE_385	Oregon	town	CDA	505 528 1414 3471 3513 4274 4328 4347 4380 4826 7398 7865 10151 10183 11495 11733 12183 12211 12281
386	STATE_386	Washington	large_town	CDA	1320 1690 4296 4398 4747 7255 7315 7386 7414 7442 10155 10157 10198 10242 10271 10327 10687 10690 10693 12155 12214 12673
387	STATE_387	Idaho	rural	USA	1789 1832 3781 4778 7721 7845 9616 9695 10556 10602 10672 12124 12535 12553 12607
388	STATE_388	Montana	rural	USA	1736 1767 1851 1854 1857 4741 4838 4857 4860 4863 6742 7760 7779 7880 7883 10587 10593 10624 10706 11712 12572 12585 12676
389	STATE_389	North Dakota	rural	USA	1752 1836 1870 3719 4759 4772 7877 10685 10709 12566 12685
390	STATE_390	South Dakota	rural	USA	1747 1875 3750 4839 4880 6722 7745 7771 7862 10569 10595 12620 12667
391	STATE_391	Minnesota	city	USA	1719 1734 1866 1867 4664 4807 6752 6767 6827 7536 7896 9880 10618 10719 11667 12550 12577 12588 12597 12693
392	STATE_392	Iowa	city	USA	1586 1678 1770 1831 4691 7306 7458 7539 9892 9910 10478 10666 11788 11971 12418 12646
393	STATE_393	Michigan	metropolis	USA	691 695 709 751 3766 4854 5205 6710 6769 6782 7420 9684 9724 9746 9747 10233 10303 10599 11641 11656 11669 11685 11714 11731
394	STATE_394	Wisconsin	city	USA	703 926 1560 1760 1849 3699 4029 4166 4738 4834 7776 7829 9657 9678 10341 10526 12357 12456
395	STATE_395	Illinois	megalopolis	USA	720 954 1527 1604 1655 4508 4590 6737 7611 7626 7831 9450 9682 10339 10393 10457 10461 11589 12305 12312 12365 12368 12497 12697
396	STATE_396	Indiana	large_city	USA	870 1595 1881 4437 4527 4531 6713 7551 9653 9654 9796 9810 10448 11621 11635 11637 12437
397	STATE_397	Ust-Sysolsk	wasteland	RUS	6 99 108 186 1295 1307 3000 3155 4298 6121 6202 7318 7330 7712 7898 9145 9225 10579 11179 11200 11203 12558
398	STATE_398	Perm	rural	RUS	123 189 206 390 1336 1365 1380 1754 3127 4314 4326 4372 4802 6025 7346 7375 9283 10286 10314 11111 11195 11228 11352 12175 12187 12216 12527 12587 12626
399	STATE_399	Izhevsk	rural	RUS	305 370 381 3027 3270 3294 3300 3394 4356 4400 6217 6224 6278 6297 6388 7359 7403 9293 11320 11365 12203 12244
400	STATE_400	Vyatka	town	RUS	31 45 73 88 112 119 146 175 272 359 3004 3017 3041 3066 3102 3103 3112 3139 3146 3167 3177 3186 3264 3363 6089 6110 6124 6133 6162 6171 6191 6213 6274 6288 6383 9050 9065 9114 9146 9155 9172 9180 9192 9214 9232 9370 10200 11025 11051 11087 11110 11124 11133 11149 11158 11170 11192 11193 11354
401	STATE_401	Samara	rural	RUS	410 452 499 3490 3551 6339 6430 6473 6502 6574 6601 9337 9432 9447 9473 9577 11321 11421 11458 11460 11523
402	STATE_402	Akhtubinsk	rural	RUS	1220 1247 1314 1371 1429 4227 4254 4294 4300 4303 4374 4376 4394 4581 4638 7243 7313 7337 7341 7354 7370 7410 7486 10131 10164 10253 10264 12108 12179 12227 12235 12254 12294
403	STATE_403	Tyumen	rural	SOV	1387 1880 3472 4209 4659 4754 4780 4824 6787 7681 7774 7833 7846 9512 10600 10659 10670 12390 12521
404	STATE_404	Kyzyl Orda	wasteland	RUS	1243 1312 1382 1402 4250 4277 4389 4492 4578 4595 4636 4686 7335 7392 7556 7597 7600 7657 7777 10148 10179 10220 10268 10275 10277 10353 10366 10452 10506 10508 10601 12111 12121 12177 12194 12329 12340 12385 12397 12487
405	STATE_405	Tashkent	city	RUS	1459 1573 4629 7639 7682 7775 10205 10488 10671 11687 12239 12722
406	STATE_406	Guryev	wasteland	RUS	464 477 554 615 3459 3618 3622 6498 6514 6523 6615 7322 9453 9469 11442 11455 11469 11578 11591
407	STATE_407	Uralsk	rural	RUS	432 468 470 508 545 566 576 1290 1318 3404 3406 3467 3502 3515 3538 4351 6491 6525 6551 6564 6588 7438 9462 9487 9513 9526 9528 9538 9549 11457 11472 11473 11480 11482 11510 11524 11537 11538 11552
408	STATE_408	Haishenwai	town	SOV	664 681 837 957 3695 3723 3739 3753 3787 3811 3977 6684 6686 6715 6833 6838 6961 6989 9639 9641 9762 9895 9926 11624 11626 11629 11643 11745 11750 11765 11777 11879 11904
409	STATE_409	Boli	rural	SOV	725 739 753 1267 1325 1343 1397 1504 3756 3963 4404 6774 7249 7266 7309 9589 9604 9733 9749 10466 11575 11719 12136 12189
410	STATE_410	Sistan	rural	PER	1889 2039 2070 4891 10782 13082 13528 13529 13530 13531 13532 13533 13534
411	STATE_411	Isfahan	rural	PER	1963 2026 4928 4983 5067 8031 8074 10828 12756 13536
412	STATE_412	Fars	rural	PER	4959 4966 7982 8117 10797 10881 12780 12832 12863 13538 13540 13541 13543 13544 13545 13546 13547 13769
413	STATE_413	Khuzestan	rural	PER	1922 5005 5089 7953 13550 13551 13552 13553
414	STATE_414	Kerman	wasteland	PER	1986 7990 10759 10890 10913 11249 12739 12809 12852 12895 13535 13537 13542
415	STATE_415	Herat	rural	AFG	1948 1995 2017 2062 2078 2101 4893 4949 5020 5064 8053 8090 10789 12788 12871
416	STATE_416	Khorasan	rural	PER	1521 1888 1957 2000 5029 5073 7573 10351 10806
417	STATE_417	Hamadan	rural	PER	1982 2065 8040 8125 10922
418	STATE_418	Semnan	wasteland	PER	8009 8093 10873 11671 12704 12748 12818
419	STATE_419	Tibriz	rural	PER	1636 1822 1896 2071 4755 4825 7604 12793 12861 13561
420	STATE_420	Gilan	rural	PER	4473 4553 4609 4637 4901 7969 10454 10523
421	STATE_421	Kurdistan	rural	PER	829 4943 5050 5098 9816 10774 12773 13555 13556 13557 13558 13559 13560
422	STATE_422	Ceylon	rural	ENG	1213 4219 7260 7344 10201 10229 10287 12258
423	STATE_423	Madurai	rural	RAJ	1238 1268 1321 1381 1409 4327 4416 4420 7265 7288 7363 7402 7436 7447 8067 10130 10246 10274 10278 10808 12164 12247 12275
424	STATE_424	Madras	rural	RAJ	1228 1344 1430 4321 4365 4414 7297 7310 7340 10152 10296 10756 10897 12180 12779
425	STATE_425	Mysore	rural	RAJ	1412 4278 4291 4315 4344 4395 5032 7244 7250 7391 7395 7411 8011 8100 10190 10208 10259 10799 12105 12146 12208 12295 12734
426	STATE_426	Orissa	rural	RAJ	1059 1101 1538 1579 1622 4104 4237 4513 7090 7372 7428 7465 9946 10001 10060 10088 10116 10171 10255 10428 10469 11924 11978 12063 12241 12462 12490
427	STATE_427	Hyderabad	town	RAJ	1275 1317 1359 4280 4472 5019 5063 5104 8087 10311 10324 10511 11950 12114 12226
428	STATE_428	Gujarat	town	RAJ	1061 1103 1144 1190 4064 4090 4132 4187 7020 7150 7165 7207 9975 10118 11952 12037 12092
429	STATE_429	Bombay	town	RAJ	1349 1405 4072 4353 7013 7060 7119 7177 7232 10019 10210 10270 12142 12182 12269
430	STATE_430	East Bengal	town	RAJ	2843 4162 4616 7078 7124 7179 7662 9935 9991 9993 10035 10389 10416 10443 11911 11929 11968 12010 12423
431	STATE_431	West Bengal	city	RAJ	1159 1609 1656 4062 4204 4245 4435 4644 7220 7475 7537 7565 7593 10077 12050 12338 13493
432	STATE_432	Assam	town	RAJ	997 1075 1497 1525 1553 1581 7455 7634 10090 10349 10514 12366 12395 13492
433	STATE_433	Rajahsthan	town	RAJ	1199 1908 2054 4149 4915 4971 4984 7905 7998 10847 10866 12041 12718 12743 12829 12844 12876 12886
434	STATE_434	Arunachal Pradesh	wasteland	RAJ	1116 1996 10810 12322 12730
435	STATE_435	Bihar	rural	RAJ	1444 1541 1569 1637 4459 4516 4544 4571 7064 7334 10358 10361 10471 10751 10878 12035 12307 12452
436	STATE_436	Jabalpur	rural	RAJ	1510 4557 4883 4950 4953 7430 7497 7574 7619 8120 10030 10401 10801 10872 11995 12375 12420 12480 12781 12799 12854
437	STATE_437	Indore	rural	RAJ	1949 2036 2092 2105 4106 7080 7205 8076 10807 10816 11993 12080
438	STATE_438	Lucknow	rural	RAJ	1377 2005 4045 4299 4410 5040 5055 5086 5096 7938 8082 8114 9951 9973 10332 10794 12137 12777 12786
439	STATE_439	Delhi	city	RAJ	1129 1898 2002 2032 2076 2086 3989 5002 5157 7106 10021 10729 11955 12708 12868
440	STATE_440	Punjab	town	RAJ	4979 8007 8022 8106 9084 10066 10139 10173 10772 10843 10887 10898 12005 12792 12822
441	STATE_441	Kashmir	rural	RAJ	7273 7316 8005 10905 12754 12884
442	STATE_442	Peshawar	rural	RAJ	1978 4558 4998 12717 12763
443	STATE_443	Sind	rural	RAJ	1147 1971 1980 3456 4003 4110 4382 7049 7084 10108 10735
444	STATE_444	Baluchistan	wasteland	RAJ	1179 5043 5075 7917 8013 8066 12761 12774
445	STATE_445	Quetta	wasteland	RAJ	1107 4990 5105 7847 7903 7975 8044 8098 10813
446	STATE_446	Cairo	town	ENG	992 1068 3996 4055 4073 4143 7011 7117 7188 10005 10031 12004 12049
447	STATE_447	Alexandria	town	ENG	1071 4076 4145 7091 7164 10073 11964
448	STATE_448	Tripoli	town	ITA	1118 1149 1189 4194 7066 7209 9980 12039
449	STATE_449	El Agheila	enclave	ITA	1041 1198 4047 4057 10046 10117 12088
450	STATE_450	Benghasi	enclave	ITA	1127 4120 10123 11954
451	STATE_451	Derna	wasteland	ITA	1130 1204 4136 4151 7082 9992 10120 12094
